age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
Mid-adult,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Self-emp-not-inc,Middle,Never-married,Farming-fishing,Own-child,White,Male,Insanity,<=50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Elementary,Never-married,Priv-house-serv,Not-in-family,White,Female,Full-time,<=50K
Middle-age,State-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Middle,>50K
Middle-age,Private,Elementary,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,<=50K
Senior,Self-emp-not-inc,Elementary,Married-civ-spouse,Craft-repair,Partner,White,Male,Part-time,<=50K
Senior,Private,Middle,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Separated,Adm-clerical,Not-in-family,Black,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,Part-time,<=50K
Young-adult,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Insanity,<=50K
Middle-age,Private,HS,Married-civ-spouse,Other-service,Partner,White,Female,Middle,<=50K
Middle-age,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,Middle,<=50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Partner,Asian-Pac-Islander,Male,Full-time,<=50K
Senior,Private,Bachelors,Married-civ-spouse,Craft-repair,Partner,Asian-Pac-Islander,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,Full-time,>50K
Middle-age,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Partner,Asian-Pac-Islander,Male,Full-time,<=50K
Senior,Private,HS,Divorced,Handlers-cleaners,Not-in-family,White,Female,Middle,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,Black,Male,Full-time,<=50K
Middle-age,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Part-time,<=50K
Middle-age,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,Middle,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Young-adult,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,Middle,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,Black,Male,Middle,>50K
Young-adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,Middle,<=50K
Mid-adult,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Sales,Own-child,White,Male,Middle,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,Other,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Young-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Female,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,Part-time,<=50K
Young-adult,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,Part-time,<=50K
Senior,Self-emp-not-inc,Middle,Married-civ-spouse,Craft-repair,Partner,White,Male,Part-time,<=50K
Young-adult,Private,Some-college,Never-married,Transport-moving,Not-in-family,Black,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Other,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Middle,Widowed,Machine-op-inspct,Unmarried,Other,Female,Full-time,<=50K
Middle-age,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Other-service,Partner,Asian-Pac-Islander,Male,Middle,<=50K
Mid-adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Female,Full-time,>50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Insanity,<=50K
Middle-age,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Young-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Middle-age,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Partner,White,Male,Middle,<=50K
Young-adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Middle,<=50K
Mid-adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,Black,Male,Full-time,>50K
Senior,Private,HS,Divorced,Sales,Not-in-family,White,Male,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Sales,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Full-time,>50K
Mid-adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Middle,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS,Divorced,Craft-repair,Other-relative,Black,Male,Full-time,<=50K
Senior,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Senior,Private,Elementary,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,>50K
Middle-age,Self-emp-not-inc,HS,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,<=50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,>50K
Middle-age,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,Elementary,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Married-civ-spouse,Sales,Partner,Black,Male,Middle,<=50K
Middle-age,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,Part-time,<=50K
Mid-adult,Private,Assoc-voc,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,Full-time,<=50K
Young-adult,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,Black,Male,Full-time,>50K
Young-adult,Private,Elementary,Never-married,Handlers-cleaners,Not-in-family,White,Male,Middle,<=50K
Middle-age,Private,HS,Separated,Other-service,Unmarried,White,Female,Middle,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-acdm,Never-married,Prof-specialty,Unmarried,White,Female,Middle,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS,Never-married,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Self-emp-inc,Doctorate,Never-married,Prof-specialty,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Part-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Handlers-cleaners,Other-relative,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Never-married,Sales,Other-relative,White,Female,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,HS-grad,Married-civ-spouse,Other-service,Partner,Other,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,Full-time,>50K
Middle-age,Private,Elementary,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,Full-time,<=50K
Middle-age,Private,Middle,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,Middle,<=50K
Mid-adult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-voc,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Middle,<=50K
Mid-adult,State-gov,HS,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Other-service,Partner,Black,Male,Middle,<=50K
Young-adult,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,Middle,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Sales,Own-child,White,Female,Part-time,<=50K
Young-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Priv-house-serv,Own-child,White,Female,Full-time,<=50K
Mid-adult,Private,Assoc-voc,Divorced,Tech-support,Own-child,White,Male,Full-time,<=50K
Young-adult,Federal-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,Full-time,<=50K
Young-adult,Private,Elementary,Married-civ-spouse,Other-service,Partner,White,Male,Middle,<=50K
Mid-adult,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Black,Female,Middle,<=50K
Young-adult,Private,HS,Never-married,Machine-op-inspct,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Black,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Young-adult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,Middle,<=50K
Middle-age,Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Full-time,<=50K
Senior,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,Part-time,<=50K
Young-adult,Private,HS,Never-married,Sales,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Young-adult,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Female,Insanity,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Middle-age,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,Other,Male,Full-time,<=50K
Young-adult,Private,Assoc-voc,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,Full-time,<=50K
Mid-adult,State-gov,HS,Never-married,Adm-clerical,Not-in-family,Black,Female,Full-time,<=50K
Middle-age,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Partner,White,Male,Part-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Self-emp-not-inc,HS,Never-married,Machine-op-inspct,Own-child,White,Male,Full-time,<=50K
Young-adult,Private,Assoc-voc,Never-married,Other-service,Other-relative,Black,Male,Full-time,<=50K
Senior,State-gov,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Protective-serv,Partner,White,Male,Part-time,<=50K
Middle-age,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,Full-time,>50K
Mid-adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Other-service,Partner,Black,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS,Never-married,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Middle-age,Private,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,Full-time,<=50K
Middle-age,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Local-gov,HS,Never-married,Other-service,Not-in-family,White,Male,Full-time,<=50K
Young-adult,State-gov,Some-college,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Mid-adult,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Adm-clerical,Partner,White,Female,Full-time,>50K
Senior,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Senior,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Female,Part-time,<=50K
